,2
35256,ETF1P1-5
35257,ENSG00000250249
35258,ENSG00000241804
35259,SLC6A19
35260,ENSG00000251123
35261,ETF1P1-2
35262,ENSG00000231447
35263,ENSG00000240888
35264,SLAMF6P1
35265,ENSG00000285986
35266,FAM9CP1
35267,ALPG
35268,IGLV2-28
35269,ENSG00000263107
35270,ENSG00000272249
35271,ENSG00000284666
35272,ENSG00000261650
35273,ENSG00000235147
35274,RNU2-18P
35275,ENSG00000272366
35276,ENSG00000229834
35277,ENSG00000289403
35278,IGKV1OR2-9
35279,ENSG00000250646
35280,ENSG00000271536
35281,IGKV1OR2-11
35282,ENSG00000273957
35283,MRM3P1
35284,ENSG00000223800
35285,ENSG00000241546
35286,ENSG00000237837
35287,ENSG00000267220
35288,ENSG00000218986
35289,RN7SKP228
35290,SELENOKP2
35291,ENSG00000282160
35292,ENSG00000281997
35293,ENSG00000286573
35294,ENSG00000249068
35295,ENSG00000274612
35296,VN2R3P
35297,ENSG00000275905
35298,MTND5P29
35299,ENSG00000283390
35300,OR7E46P
35301,KIF18B-DT
35302,NEK2P1
35303,ENSG00000282882
35304,KIF3AP1
35305,ENSG00000260823
35306,ENSG00000236160
35307,ENSG00000225113
35308,BNIP3P32
35309,UQCRHP3
35310,RNU1-108P
35311,SNX19P1
35312,ENSG00000231590
35313,ENSG00000248943
35314,ENSG00000228039
35315,ENSG00000282648
35316,ENSG00000232431
35317,ENSG00000228707
35318,ENSG00000225424
35319,UMLILO
35320,ENSG00000288245
35321,LINC01332
35322,OR5B3
35323,ENSG00000289442
35324,MTCO1P52
35325,FAM197Y5
35326,ENSG00000231589
35327,NEUROD6
35328,ENSG00000225046
35329,CHCHD4P5
35330,ENSG00000246316
35331,ENSG00000253903
35332,RN7SL191P
35333,ENSG00000259899
35334,ENSG00000243507
35335,ENSG00000282946
35336,S100A11P1
35337,ENSG00000237653
35338,LAPTM4BP2
35339,RN7SL826P
35340,ENSG00000288540
35341,ENSG00000263871
35342,ENSG00000266860
35343,ENSG00000227365
35344,RPL34P3
35345,ENSG00000265983
35346,ENSG00000270335
35347,IGLV3-32
35348,IGLV3-32-1
35349,LMX1A-AS2
35350,ENSG00000290010
35351,LINC02563
35352,LINC00251
35353,ENSG00000267537
35354,MAGEC2
35355,IGLV5-48
35356,ENSG00000285883
35357,NT5ELP
35358,TRPC6P7
35359,DPP3P2
35360,ENSG00000288034
35361,ENSG00000289184
35362,RBMY1F
35363,MAGEA2
35364,ENSG00000271919
35365,ENSG00000255286
35366,STAU2P1
35367,ENSG00000289153
35368,GSTT3P-1
35369,TTTY23
35370,ENSG00000287748
35371,ENSG00000263688
35372,ENSG00000224556
35373,HMGN1P19
35374,BCRP6
35375,OR2U1P
35376,OR3B1P
35377,RPL36AP35
35378,OR2U1P-1
35379,OR2U1P-2
35380,CEACAMP6
35381,ENSG00000248696
35382,ZNF735
35383,OR2U1P-3
35384,OR2U1P-4
35385,ENSG00000268112
35386,MTCO2P33
35387,RPS15AP15
35388,ENSG00000250407
35389,ADAM24P
35390,SLC29A4P1
35391,ENSG00000287844
35392,OR13C3
35393,ENSG00000207407
35394,ENSG00000289844
35395,LINC01867
35396,ENSG00000257350
35397,OR11L1
35398,ENSG00000277096
35399,ENSG00000290078
35400,CTHRC1P1
35401,RPS27P5
35402,ENSG00000239600
35403,TRBV7-1
35404,HMGB1P12
35405,MTCO1P21
35406,OR5BH1P
35407,HSPE1P1
35408,TRBV7-1-1
35409,RPL34P23
35410,CBX3P8
35411,EIF2AP4
35412,CDCA4P3
35413,TUBB8P5
35414,GAGE12E
35415,RNVU1-25
35416,ENSG00000235738
35417,ENSG00000289475
35418,ENSG00000231492
35419,ENSG00000277611
35420,KRTAP3-4P
35421,ENSG00000253423
35422,GRPEL2P3
35423,LAMTOR3P1
35424,KRTAP3-4P-1
35425,ENSG00000225018
35426,ENSG00000282914
35427,ENSG00000259413
35428,IGLV8OR8-1
35429,ENSG00000274481
35430,ENSG00000287673
35431,HMGB1P26
35432,ENSG00000267202
35433,IGHV3-16-1
35434,IGHV3-16
35435,METTL21AP1
35436,RN7SL343P
35437,ENSG00000267415
35438,UBE2V2P1
35439,RN7SL462P
35440,RN7SL422P
35441,ENSG00000278218
35442,ENSG00000280898
35443,ENSG00000233511
35444,ENSG00000266364
35445,RN7SL640P
35446,ENSG00000256473
35447,PIK3CDP1
35448,RPL7P12
35449,FKBP4P2
35450,OR2J3-2
35451,SAR1AP1-3
35452,ENSG00000220745
35453,MARK2P14-1
35454,ENSG00000249763
35455,SAR1AP1-4
35456,ENSG00000218274
35457,OR2J3-6
35458,OR2J3-5
35459,ENSG00000248635
35460,RN7SKP179
35461,ENSG00000259769
35462,SAR1AP1-2
35463,SAR1AP1-6
35464,OR2J3-1
35465,OR2J3-7
35466,ENSG00000256708
35467,OR2J3-3
35468,APOOP2
35469,ENSG00000228658
35470,RN7SKP106
35471,AKAP8P1
35472,ENSG00000254800
35473,ENSG00000228191
35474,SAR1AP1-5
35475,ENSG00000248346
35476,ENSG00000236750
35477,RNU1-133P
35478,ENSG00000224127
35479,SETD6P1
35480,ENSG00000234872
35481,ENSG00000281174
35482,ENSG00000281154
35483,ENSG00000257587
35484,MARK2P14
35485,MTCO1P29
35486,RN7SKP170
35487,ENSG00000249235
35488,SAR1AP1-1
35489,SLC25A38P1
35490,ENSG00000275339
35491,ENSG00000229601
35492,OR10AE3P
35493,S100A11P10
35494,ENSG00000289921
35495,RN7SL789P
35496,ZFP64P1
35497,CACNG2-DT
35498,TONSL-AS1
35499,ENSG00000273728
35500,ENSG00000278794
35501,ENSG00000275991
35502,SRD5A1P1
35503,IGHV1-12
35504,IGHV1-12-1
35505,IGHV1OR16-3
35506,ENSG00000289864
35507,RPA2P1
35508,ENSG00000260349
35509,ENSG00000219284
35510,MOB1AP1
35511,ENSG00000227245
35512,LMX1A-AS1
35513,CYCSP27
35514,GEMIN8P1
35515,ENSG00000285977
35516,RN7SKP39
35517,CYP4F36P
35518,ENSG00000232444
35519,RPL32P35
35520,H2AZP1
35521,LINC02654
35522,UBE2V1P6
35523,ENSG00000286179
35524,ENSG00000225387
35525,ARSDP1
35526,ENSG00000270575
35527,ENSG00000234041
35528,KIR2DS1-8
35529,KIR2DS1-10
35530,KIR2DS1-11
35531,KIR2DS1-9
35532,ENSG00000233577
35533,ENSG00000283285
35534,ENSG00000254619
35535,ENSG00000275716
35536,ENSG00000213150
35537,CLIC4P1
35538,ENSG00000200237
35539,MTATP6P21
35540,ENSG00000274606
35541,SOCS2P1
35542,ENSG00000250908
35543,TPM3P3
35544,LINC01818
35545,ENSG00000225923
35546,ADIPOR1P1
35547,ENSG00000235871
35548,ENSG00000258091
35549,ENSG00000277922
35550,ENSG00000228153
35551,LINC01548
35552,SLC6A14P2
35553,SPEM3-1
35554,SPEM3
35555,RN7SKP166
35556,KMT2CP1
35557,ENSG00000287832
35558,ENSG00000248482
35559,MTND2P14
35560,ENSG00000249513
35561,ENSG00000268505
35562,LINC02726
35563,ENSG00000235146
35564,SNRPCP20
35565,MCCD1P1
35566,USP9YP2
35567,RN7SKP266
35568,ENSG00000257855
35569,RNU2-10P
35570,ENSG00000270423
35571,ENSG00000281120
35572,H2AL1MP
35573,MCCD1P1-2
35574,NDUFS5P1
35575,CRLF3P1
35576,CICP14
35577,ENSG00000250043
35578,ENSG00000274451
35579,ENSG00000267693
35580,PRR30
35581,SNORA14A
35582,ENSG00000278305
35583,ENSG00000286111
35584,DAXX-4
35585,ENSG00000232668
35586,SPRING1P2
35587,ENSG00000257731
35588,RN7SL164P
35589,NXPE2P1
35590,ENSG00000259554
35591,LINC00428
35592,ENSG00000234723
35593,ENSG00000268823
35594,BTNL2-8
35595,H2BC16P
35596,H4C7
35597,ETF1P1-3
35598,ETF1P1-7
35599,ETF1P1
35600,ETF1P1-6
35601,ETF1P1-1
35602,RPL7AP7-2
35603,RPL7AP7
35604,ENSG00000230741
35605,VTI1BP1
35606,OR4M1
35607,ENSG00000235845
35608,ENSG00000280701
35609,ENSG00000249086
35610,ENSG00000288452
35611,ENSG00000242317
35612,LINC00461
35613,NOLC1P1
35614,HSPE1P20
35615,C5orf52
35616,ENSG00000288578
35617,ENSG00000233674
35618,ENSG00000270934
35619,ENSG00000226640
35620,ENSG00000263708
35621,ENSG00000290124
35622,ENSG00000276854
35623,ENSG00000260817
35624,ENSG00000232375
35625,ENSG00000231931
35626,RN7SL20P
35627,MAGEA2B
35628,ELK2AP
35629,ELK2AP-1
35630,PTH2
35631,EIF4EBP2P3
35632,ENSG00000274347
35633,RN7SKP258
35634,SLC35F3-AS1
35635,FAM27E5
35636,ENSG00000288189
35637,OR2T3-2
35638,CKS1BP5
35639,ENSG00000249404
35640,CPXCR1
35641,MTND1P4
35642,DEFB109C
35643,ENSG00000264150
35644,MIX23P2
35645,DEFB109B
35646,ENSG00000285580
35647,ARPP19P2
35648,HCG21-1
35649,S100G
35650,ENSG00000257754
35651,ENSG00000267146
35652,ENSG00000287010
35653,USP17L9P
35654,ENSG00000220918
35655,ENSG00000257848
35656,EDDM3B
35657,ENSG00000249877
35658,KHDC1P1
35659,FAM90A23
35660,FAM90A23-1
35661,TSPY13P
35662,HNRNPCL1
35663,GYG2-AS1
35664,SAR1AP2
35665,LPCAT2BP
35666,PRAMEF8-3
35667,OFD1P8Y
35668,PRAMEF8-2
35669,LACTBL1
35670,WDFY3-AS1
35671,OR51A10P
35672,SNAPC5P1
35673,ENSG00000238079
35674,ENSG00000284883
35675,ENSG00000199927
35676,LINC00690
35677,LYZL1
35678,ENSG00000275598
35679,ENSG00000258764
35680,TMEM97P2
35681,ENSG00000235886
35682,SLC25A15P2
35683,ENSG00000257429
35684,ENSG00000250194
35685,SOCS5P1
35686,ENSG00000270324
35687,ELK2BP
35688,ELK2BP-1
35689,H3P41
35690,ENSG00000285290
35691,PRAMEF8-1
35692,ENSG00000240774
35693,RNU4-67P
35694,ENSG00000229646
35695,CCNQP1
35696,IGKV2OR2-1
35697,EEDP1
35698,IGKV2OR2-7
35699,PRAMEF8
35700,IGKV2OR2-7D
35701,MTND2P15
35702,ENSG00000282822
35703,WSPAR
35704,LINC00701
35705,OR2T2-1
35706,ENSG00000259477
35707,CHMP1AP1
35708,POLR2KP1
35709,ENSG00000271053
35710,ELOBP4
35711,RN7SL423P
35712,KIR3DL2-37
35713,RPSAP2-2
35714,RPSAP2
35715,ENSG00000288978
35716,SUMO2P14
35717,OR51H2P
35718,ENSG00000227139
35719,ENSG00000230407
35720,SNORA16B
35721,ELOCP3
35722,ENSG00000249317
35723,ENSG00000256951
35724,TAAR3P
35725,RARRES2P8
35726,ENSG00000229247
35727,ENSG00000282198
35728,LAP3P1
35729,ENSG00000249259
35730,ZNF92P2
35731,RPL29P32
35732,ENSG00000285675
35733,ENSG00000280806
35734,CYP46A4P
35735,ENSG00000284233
35736,OR10H4
35737,ENSG00000237832
35738,ENSG00000257308
35739,IDO2
35740,ENSG00000221461
35741,SELENOWP1
35742,LINC02850
35743,COX7BP2
35744,ENSG00000286246
35745,MTCO3P41
35746,IGHVIII-76-1
35747,RNU1-61P
35748,IGHVIII-76-1-1
35749,RN7SKP263
35750,LINC01323
35751,ENSG00000250877
35752,OR1A2
35753,ENSG00000253777
35754,MRGPRX11P
35755,ENSG00000260113
35756,SUMO1P2
35757,ENSG00000233031
35758,VN1R46P
35759,LINC00850
35760,UGT8
35761,ENSG00000281559
35762,KIR2DL5B
35763,ENSG00000256627
35764,KIR2DL5B-5
35765,ENSG00000227616
35766,KIR2DL5A-6
35767,LINC01613
35768,KIR2DL5A-3
35769,PRSS40B
35770,CDC27P2
35771,LINC00308
35772,OR5B10P
35773,KIR2DL5A-4
35774,ENSG00000287801
35775,GAPDHP16
35776,ENSG00000261725
35777,RNU2-65P
35778,RPS2P36
35779,OR4Q1P
35780,ENSG00000289072
35781,BOD1P2
35782,ENSG00000284616
35783,GAPDHP75
35784,RAET1M
35785,RN7SL466P
35786,HLFP1
35787,ENSG00000258304
35788,SNORD3P1
35789,ENSG00000236921
35790,ENSG00000273978
35791,ENSG00000225244
35792,GPR32P1
35793,ENSG00000248867
35794,ENSG00000274075
35795,ENSG00000287308
35796,ENSG00000236046
35797,MTCYBP17
35798,ENSG00000264340
35799,MTCYBP20
35800,KCNH7-AS1
35801,ENSG00000238291
35802,OPN1MW2
35803,CBY1P1
35804,ENSG00000228667
35805,RPL31P54
35806,ENSG00000250962
35807,ENSG00000228167
35808,ENSG00000220949
35809,ENSG00000259170
35810,ENSG00000260970
35811,PCNPP2
35812,ENSG00000237761
35813,APOOP4
35814,RPL39P36
35815,ENSG00000283205
35816,ENSG00000268209
35817,OR12D1-2
35818,PABPC1P12-1
35819,PABPC1P12
35820,ENSG00000215444
35821,ENSG00000223986
35822,GNG5P3
35823,MCTP1-AS1
35824,HMGB1P47
35825,MLN
35826,KRT18P67
35827,NMNAT1P4
35828,ENSG00000235431
35829,HSPE1P13
35830,ENSG00000288494
35831,ENSG00000285835
35832,RN7SKP232
35833,ENSG00000275406
35834,ENSG00000235988
35835,BMP15
35836,ACTR6P1
35837,ENSG00000253615
35838,SLC9B1P2
35839,ENSG00000288116
35840,ENSG00000255572
35841,SPANXB1
35842,ATP5MFP6
35843,VN1R35P
35844,BOLA3P1
35845,ENSG00000287659
35846,NAB1P1
35847,SNORA5C
35848,IFNA8
35849,ENSG00000275578
35850,ENSG00000243635
35851,ENSG00000256450
35852,DNAJC17P1
35853,ENSG00000261629
35854,SAR1AP4
35855,UBE2V1P13
35856,SSR1P2
35857,RPL31P33
35858,ENSG00000203825
35859,RPL30P1
35860,ENSG00000218561
35861,REXO1L6P
35862,ENSG00000286199
35863,ENSG00000280455
35864,ENSG00000259123
35865,LINC01394
35866,RN7SL570P
35867,ENSG00000276413
35868,ENSG00000257456
35869,OR4M2
35870,ENSG00000230826
35871,ENSG00000214147
35872,RPS15AP34
35873,RPL23AP62
35874,ENSG00000257958
35875,RN7SL598P
35876,ENSG00000255672
35877,RN7SKP90
35878,ENSG00000284637
35879,ENSG00000287912
35880,TREML5P
35881,ENSG00000277757
35882,LINC02836
35883,ENSG00000274353
35884,LINC00879
35885,ENSG00000235186
35886,CASP3P1
35887,ENSG00000250243
35888,ENSG00000237936
35889,TAF9P2
35890,PRAMEF36P
35891,LSM3P4
35892,DDX39BP2-6
35893,TSPY4
35894,PRAMEF36P-2
35895,MTATP6P13
35896,ENSG00000250642
35897,ENSG00000226134
35898,DDX39BP2-2
35899,MTCO3P10
35900,TAF9P1
35901,RN7SKP43
35902,PRAMEF36P-1
35903,PPP1R2P5
35904,OR2D3
35905,DDX39BP2-4
35906,ENSG00000277568
35907,LINC00607
35908,ENSG00000233870
35909,RN7SKP151
35910,RN7SKP134
35911,ENSG00000254883
35912,MTATP6P14
35913,OR7E148P
35914,NDUFB10P1
35915,PGBD4P5
35916,PGBD4P5-1
35917,ENSG00000259241
35918,TMEM225
35919,SUMO2P18
35920,ENSG00000285325
35921,ENSG00000287749
35922,ENSG00000185296
35923,ENSG00000258073
35924,POLR3GP1-1
35925,POLR3GP1
35926,RPSAP2-1
35927,MARCHF11-AS1
35928,ENSG00000201157
35929,NCR1-11
35930,MTHFD2P4
35931,SDHDP1
35932,ENSG00000254892
35933,TLK1P1
35934,TYRL
35935,GRM7-AS3
35936,SLC16A1P1-1
35937,ENSG00000231207
35938,FABP5P13-1
35939,OR6R1P
35940,OR5G4P
35941,ENSG00000258114
35942,ENSG00000267378
35943,MED6P1
35944,ENSG00000278643
35945,SLC16A1P1
35946,ENSG00000242568
35947,ENSG00000259912
35948,OR5G4P-1
35949,ENSG00000227416
35950,OR6V1
35951,ENSG00000278528
35952,ENSG00000237365
35953,FABP5P13-2
35954,FABP5P13
35955,HSFY4P
35956,CSPG4P3Y
35957,ENSG00000254498
35958,ZNF736P8Y
35959,RPS29P14
35960,SSBL2P
35961,ENSG00000266664
35962,OFD1P18Y
35963,MTND1P17
35964,ENSG00000264080
35965,OR52K2
35966,ENSG00000286932
35967,ENSG00000240895
35968,RN7SKP171
35969,ENSG00000285208
35970,ENSG00000278171
35971,HMGB3P11
35972,ENSG00000261070
35973,ENSG00000243072
35974,ENSG00000277099
35975,CEACAMP7
35976,RN7SKP141
35977,OR52A4P
35978,ENSG00000284608
35979,RN7SKP115
35980,ENSG00000286754
35981,RPL7AP42
35982,RN7SL620P
35983,RPL17P49
35984,NDUFA3P6
35985,CLRN2
35986,RN7SL63P
35987,SALL4P5
35988,ENSG00000234837
35989,JCHAINP1
35990,ENSG00000265265
35991,HMGB1P25
35992,CDRT15P8
35993,ENSG00000235008
35994,ENSG00000253416
35995,ENSG00000259998
35996,ENSG00000228596
35997,ENSG00000248895
35998,MTCYBP15
35999,RN7SL70P
36000,LINC02032
36001,ENSG00000202268
36002,ENSG00000286612
36003,OR11H12
36004,ENSG00000282020
36005,ENSG00000223538
36006,ENSG00000248764
36007,ENSG00000228503
36008,OR51Q1
36009,ENSG00000290014
36010,ENSG00000254684
36011,ENSG00000265380
36012,ENSG00000241354
36013,ENSG00000234758
36014,ENSG00000275933
36015,RN7SKP88
36016,ENSG00000277313
36017,ENSG00000273591
36018,AKIRIN1P2
36019,TVP23CP1
36020,RNVU1-2
36021,ENSG00000253946
36022,ENSG00000269765
36023,ENSG00000228685
36024,ENSG00000226168
36025,ENSG00000230331
36026,ENSG00000264970
36027,BORCS8P1
36028,ENSG00000273124
36029,LRRC57P1
36030,ENSG00000234819
36031,ENSG00000251431
36032,ENSG00000275951
36033,ATP5F1EP2
36034,LINC01201
36035,RN7SKP148
36036,RNA5SP490
36037,ENSG00000290111
36038,ENSG00000226405
36039,RPL35AP16
36040,ENSG00000279477
36041,OR4X2
36042,ENSG00000251170
36043,ENSG00000227047
36044,AK6P2
36045,ENSG00000223866
36046,OR5AK3P
36047,ENSG00000253340
36048,ENSG00000285915
36049,ENSG00000265316
36050,OR11K1P
36051,ENSG00000249520
36052,ENSG00000258637
36053,MTND6P33
36054,OFD1P4Y
36055,ENSG00000277866
36056,PRODH2
36057,RN7SKP9
36058,ENSG00000275467
36059,ENSG00000277911
36060,ENSG00000282636
36061,ENSG00000220110
36062,LINC01049
36063,SLC29A4P2
36064,RNU2-63P
36065,PPP1R26P4
36066,FAM90A21P
36067,ENSG00000260090
36068,ENSG00000256159
36069,ENSG00000231080
36070,OR52B1P
36071,ENSG00000236920
36072,HSPD1P15
36073,LINC02304
36074,RPS26P5
36075,RN7SL415P
36076,KRT18P45
36077,DIMT1P1
36078,SORCS3-AS1
36079,GLRXP1
36080,PGAM1P13
36081,ENSG00000250357
36082,LINC00686
36083,TAS2R63P-2
36084,LINC02931
36085,FABP5P5
36086,ENSG00000249112
36087,LINC01760
36088,ENSG00000258970
36089,FAM90A21P-1
36090,ENSG00000289345
36091,HMGN1P16
36092,ENSG00000254569
36093,DNAJC19P2-1
36094,ENSG00000284014
36095,OR4N5
36096,DNAJC19P2
36097,MEMO1P5
36098,ENSG00000283877
36099,MAGEB5
36100,ENSG00000267492
36101,ENSG00000284382
36102,ENSG00000273843
36103,CADM1-AS1
36104,ENSG00000224076
36105,ENSG00000262983
36106,DUX4L16
36107,ENSG00000252774
36108,RCC2P3
36109,ENSG00000254734
36110,CSMD2-AS1
36111,ENSG00000230159
36112,GSTA11P
36113,ENSG00000254265
36114,GTF3C6P1
36115,ENSG00000223634
36116,CNN2P7
36117,KRT8P2
36118,ENSG00000236636
36119,B3GNT2P1
36120,ARL2BPP2
36121,ENSG00000233021
36122,RPL23AP71
36123,FAM204DP
36124,PRMT5P1
36125,MED28P8
36126,LINC01855
36127,SNRPEP7
36128,NEK4P2
36129,ENSG00000256943
36130,ENSG00000288209
36131,WBP1LP1-1
36132,OR2H1-5
36133,OR2H1-3
36134,OR2H1-2
36135,GMCL1P2
36136,OR2H1-4
36137,OR2H1-7
36138,AGGF1P4
36139,ENSG00000253290
36140,ENSG00000286224
36141,ENSG00000227034
36142,OSTCP4
36143,ENSG00000248545
36144,ENSG00000226058
36145,LINC01746
36146,CICP7
36147,C7orf77
36148,ENSG00000282264
36149,ENSG00000241881
36150,OR4D11
36151,YME1L1P1
36152,ENSG00000272793
36153,BOLA3P4
36154,ENSG00000237006
36155,TPRX1P1
36156,ENSG00000230803
36157,ENSG00000272907
36158,ENSG00000212511
36159,ENSG00000282531
36160,ENSG00000286547
36161,ENSG00000235668
36162,ENSG00000235460
36163,ENSG00000248120
36164,ENSG00000273040
36165,MYCLP2
36166,ENSG00000232918
36167,ENSG00000233826
36168,IGKV2-4-1
36169,RAB9BP1
36170,ENSG00000217786
36171,ENSG00000235620
36172,IGKV2-4
36173,ENSG00000236960
36174,ENSG00000274157
36175,ENSG00000286068
36176,MRPS36-1
36177,ENSG00000259700
36178,YBX1P5
36179,OR4D2
36180,NAALADL2-AS3
36181,HMGN1P26
36182,ENSG00000235152
36183,ENSG00000271682
36184,C2orf69P4
36185,STH
36186,KRT19P3
36187,MTMR9-1
36188,IGKV1D-22
36189,ENSG00000226047
36190,HBQ1
36191,MTND6P12
36192,OR7E155P
36193,DPRXP1
36194,ENSG00000258230
36195,ENSG00000277482
36196,ENSG00000223589
36197,ENSG00000288448
36198,ENSG00000279751
36199,LINC00387
36200,ACTR3P3
36201,ENSG00000253484
36202,LINC02230
36203,ENSG00000229733
36204,THRAP3P2
36205,ENSG00000224922
36206,ENSG00000287888
36207,AGGF1P5
36208,ENSG00000254853
36209,ENSG00000288671
36210,ENSG00000265101
36211,ENSG00000285247
36212,ENSG00000254839
36213,IGHV3OR16-15
36214,PSMC1P6
36215,ENSG00000232337
36216,ENSG00000225152
36217,ENSG00000284893
36218,ENSG00000255174
36219,RPL23AP54
36220,PTMAP15
36221,ENSG00000224532
36222,ENSG00000256100
36223,ENSG00000244081
36224,ENSG00000259962
36225,ENSG00000270323
36226,RPL29P28
36227,CD24P2
36228,COX6CP13
36229,SALL4P1
36230,ENSG00000239805
36231,SEPHS1P7
36232,RN7SL311P
36233,RN7SKP172
36234,ADAM30
36235,RPL39P
36236,ENSG00000287628
36237,ENSG00000258878
36238,ENSG00000236389
36239,ENSG00000255396
36240,ENSG00000226592
36241,SMC4P1
36242,HSBP1P2
36243,RPL6P15
36244,ENSG00000236656
36245,KIR3DL3-14
36246,OR52T1P
36247,ENSG00000287253
36248,ENSG00000235445
36249,ENSG00000254629
36250,RNF216-IT1
36251,ENSG00000234259
36252,OR5BQ1P
36253,ENSG00000250124
36254,ENSG00000240934
36255,ENSG00000287058
36256,KRT8P24
36257,ENSG00000249930
36258,ENSG00000225559
36259,PRTN3-1
36260,ENSG00000244545
36261,KIR2DL5A
36262,HSPE1P14
36263,ENSG00000276963
36264,MTND5P7
36265,ENSG00000230739
36266,ENSG00000248647
36267,OR2Z1
36268,ENSG00000254222
36269,KIR2DS1-6
36270,KRT18P47
36271,ENSG00000256748
36272,LINC02951
36273,RN7SL475P
36274,NF1P5
36275,ENSG00000260848
36276,ENSG00000255022
36277,ENSG00000271889
36278,MYOD1
36279,ENSG00000288077
36280,SLIRPP2
36281,CABYRP1
36282,RN7SL794P
36283,ENSG00000222666
36284,TERF1P1
36285,UBE2Q2P10
36286,ENSG00000262994
36287,KRT18P23
36288,ENSG00000263382
36289,MTND5P40
36290,WFDC9
36291,RN7SKP85
36292,RPL22P23
36293,ENSG00000262008
36294,RN7SL290P
36295,ENSG00000260058
36296,TNIP2P1
36297,MTND6P24
36298,ENSG00000235911
36299,ENSG00000233372
36300,TPRX2
36301,ENSG00000266830
36302,ENSG00000255244
36303,ENSG00000229365
36304,MICD
36305,MICD-6
36306,MTCO2P8
36307,USP17L20
36308,MTCO3P19
36309,ENSG00000270583
36310,IGSF11-AS1
36311,YBX1P7
36312,MICD-4
36313,MICD-2
36314,LINC02255-1
36315,LINC02255
36316,ENSG00000274666
36317,ENSG00000285685
36318,RBMY2KP
36319,ENSG00000277109
36320,LINC02127
36321,ENSG00000257629
36322,IGLVV-58
36323,ENSG00000261532
36324,ENSG00000224277
36325,TERF1P5
36326,MBD3L1
36327,ENSG00000225183
36328,ENSG00000259670
36329,MTND3P12
36330,CRYGC
36331,CFC1B
36332,CRYGC-1
36333,KIR2DL3-3
36334,ENSG00000286800
36335,RN7SL201P
36336,ENSG00000232395
36337,ENSG00000236102
36338,ENSG00000258707
36339,NUP35P1
36340,NDUFA5P5
36341,OR13E1P
36342,ENSG00000248918
36343,ENSG00000248145
36344,ENSG00000258478
36345,H3Y1
36346,ENSG00000278569
36347,OR1K1
36348,LINC01324
36349,H2BP3
36350,ENSG00000250455
36351,MTCO2P4
36352,MAGI2-AS2
36353,ENSG00000289158
36354,ENSG00000282153
36355,ENSG00000258962
36356,RPS12P2
36357,RPL21P33
36358,RN7SL585P
36359,BMI1P1
36360,TXN2P1
36361,SNORA22
36362,ST13P21
36363,ST13P21-1
36364,ENSG00000230813
36365,ENSG00000267341
36366,IGKV2-18
36367,IGKV2-18-1
36368,SMR3B
36369,ENSG00000255426
36370,NPLP1
36371,OR1L1
36372,ENSG00000236356
36373,IGKV2OR2-2
36374,IGKV2OR2-8
36375,ENSG00000285045
36376,ENSG00000258734
36377,ENSG00000266488
36378,RPL23AP68
36379,ENSG00000267227
36380,RPS25P9
36381,ENSG00000270892
36382,ENSG00000264598
36383,MIR3180-5
36384,TMEM114
36385,ENSG00000173357
36386,ENSG00000257657
36387,ENSG00000288921
36388,TSPY10
36389,DPRXP5
36390,ENSG00000234640
36391,SNRPD2P1
36392,TEX28P2
36393,TEX28P1
36394,ENSG00000253358
36395,TBCAP1
36396,RPL32P13
36397,CBX3P6
36398,ENSG00000283130
36399,ASH2LP2
36400,ENSG00000289128
36401,ENSG00000285115
36402,LINC02103
36403,ENSG00000200538
36404,ARHGAP16P
36405,ENSG00000216307
36406,ENSG00000256814
36407,SSU72P6
36408,ENSG00000253668
36409,LINC02114
36410,RPS6P4
36411,ENSG00000276687
36412,ENSG00000233713
36413,LINC01790
36414,H2BC1
36415,FAM136CP
36416,ENSG00000289451
36417,CTAGE14P
36418,HSPE1P25
36419,RBMY1J
36420,ZNF804B
36421,ENSG00000270798
36422,TP53TG3E
36423,IGHV7-40
36424,ENSG00000260483
36425,ZNF724
36426,ENSG00000225085
36427,RPS26P18
36428,OR52B4
36429,ENSG00000253281
36430,ENSG00000231515
36431,ENSG00000178836
36432,ENSG00000273741
36433,RPL27P12
36434,UCN3
36435,ENSG00000235797
36436,MTCYBP13
36437,OR10A4
36438,ZFRP1
36439,ENSG00000277185
36440,ENSG00000290119
36441,ENSG00000236556
36442,ENSG00000273589
36443,TRBV5-3-1
36444,LINC01038
36445,TRBV5-3
36446,SI
36447,ENSG00000288102
36448,GPHB5
36449,ENSG00000250547
36450,RPL21P36-1
36451,RPL21P36
36452,ENSG00000232174
36453,OR5AN2P
36454,ENSG00000270593
36455,CNN2P11
36456,ZNF970P
36457,ENSG00000228156
36458,LINC00400
36459,ENSG00000275531
36460,ENSG00000253976
36461,ENSG00000250887
36462,ENSG00000276295
36463,ENSG00000286394
36464,SMARCE1P4
36465,OR5M5P
36466,ENSG00000263797
36467,MTND2P17
36468,ENSG00000230687
36469,CNTN4-AS2
36470,LINC02088
36471,LINC02500
36472,ENSG00000227083
36473,ENSG00000248629
36474,ENSG00000230001
36475,PHF5GP
36476,ENSG00000253524
36477,ENSG00000276965
36478,VN1R37P
36479,RPL21P103
36480,AKR1B1P2
36481,ENSG00000249531
36482,IGHV3-43-1
36483,ENSG00000231603
36484,GAS2L1P1
36485,LINC00353
36486,EXOSC3P2
36487,ENSG00000283081
36488,ENSG00000282843
36489,NDUFS5P5
36490,ENSG00000218749
36491,BRI3P2
36492,ENSG00000248376
36493,PIGPP3
36494,MTND1P20
