,2
12136,KCNN1
12137,PBX3-DT
12138,HNRNPA1P40
12139,ENSG00000277559
12140,ELOA3DP
12141,ENSG00000235939
12142,ENSG00000288933
12143,POU2F2-AS1
12144,ENSG00000258908
12145,ENSG00000261043
12146,ENSG00000289865
12147,RPL32P4
12148,LDHAL6CP
12149,LINC01391
12150,ENSG00000242753
12151,OR7E129P
12152,ENSG00000256448
12153,LINC01825
12154,LINC01538
12155,ENSG00000242411
12156,ISM1-AS1
12157,ENSG00000277668
12158,ENSG00000286635
12159,ENSG00000235356
12160,PIWIL1-1
12161,ENSG00000285540
12162,GRK6P1
12163,ENSG00000271046
12164,PFN1P1
12165,ENSG00000282527
12166,ENSG00000265415
12167,ENSG00000289052
12168,MNX1-AS2
12169,CAP1P2
12170,ENSG00000256433
12171,LINC00494
12172,RN7SL823P
12173,ENSG00000259216
12174,ENSG00000240015
12175,CGB8
12176,TUNAR
12177,ENSG00000269321
12178,ENSG00000278492
12179,LINC01635
12180,ENSG00000261044
12181,ENSG00000274772
12182,SH3TC2-DT
12183,LINC01376
12184,GTF3C6P2
12185,ENSG00000287177
12186,SYNGAP1-AS1
12187,GPR6
12188,ENSG00000267283
12189,ENSG00000229271
12190,TMEM95
12191,ENSG00000286508
12192,ENSG00000287911
12193,ENSG00000267770
12194,RPL13AP19
12195,KRT8P25
12196,HNRNPKP1
12197,ENSG00000241255
12198,ENSG00000289589
12199,MUC4-3
12200,ENSG00000286447
12201,FTLP6
12202,ENSG00000286511
12203,ENSG00000289891
12204,SERPINA6
12205,SRSF8CP
12206,ENSG00000258450
12207,ENSG00000288757
12208,TMDD1
12209,ENSG00000261430
12210,FCAR-9
12211,RPL7P24
12212,ENSG00000289309
12213,ENSG00000289255
12214,NTRK3-AS1
12215,RPS5P2
12216,ENSG00000267293
12217,LINC01692
12218,ENSG00000269902
12219,SETP9
12220,ENSG00000254698
12221,ENSG00000287425
12222,ENSG00000253519
12223,ORM1
12224,ENSG00000288947
12225,ENSG00000253891
12226,ENSG00000287970
12227,ENSG00000254339
12228,SSMEM1
12229,PRAME
12230,PPIAP82
12231,RPL7P26
12232,EIF5AP3
12233,HNRNPA1P61
12234,ENSG00000230773
12235,OR6C6
12236,ENSG00000253851
12237,NPM1P31
12238,RPL27AP
12239,ENSG00000274841
12240,ENSG00000284836
12241,OR5BT1P
12242,MKRN4P
12243,LINC02360
12244,GSTA9P
12245,ENSG00000203605
12246,SNRPA1P1
12247,DHRSX-IT1
12248,LINC02281
12249,ENSG00000173966
12250,C1orf146
12251,ENSG00000288941
12252,RPL36AP16
12253,ENSG00000277310
12254,ENSG00000229858
12255,ENSG00000235403
12256,ENSG00000286185
12257,VN1R87P
12258,SLC35E1P1
12259,ENSG00000253849
12260,ENSG00000285530
12261,ENSG00000273184
12262,ENSG00000282255
12263,ENSG00000262380
12264,ENSG00000259645
12265,ARNT2-DT
12266,MIR3681HG
12267,MICE-1
12268,MICE-3
12269,ENSG00000283563
12270,ENSG00000287680
12271,ENSG00000224569
12272,ENSG00000206062
12273,SRSF3P6
12274,MPRIPP1
12275,MPRIPP1-1
12276,ENSG00000230365
12277,H3-5
12278,KIR2DS2-5
12279,KIR2DS2
12280,LINC01714
12281,ENSG00000272715
12282,ENSG00000261543
12283,ENSG00000288334
12284,ENSG00000285739
12285,LINC00391
12286,NAT8
12287,ENSG00000225727
12288,ASGR2
12289,PADI6-1
12290,PADI6
12291,ENSG00000176043
12292,ENSG00000289998
12293,ENSG00000249746
12294,ENSG00000267335
12295,GAD2
12296,RPL7P48
12297,GJD4
12298,ELF2P1
12299,ENSG00000289210
12300,LINC01259
12301,IMPDH1P6
12302,NOTO
12303,ENSG00000289429
12304,ENSG00000279081
12305,ENSG00000281175
12306,RNGTTP1
12307,ENSG00000284467
12308,ENSG00000278981
12309,THAP5P1
12310,C19orf84
12311,UGT2B10
12312,LINC02569-4
12313,LINC02569-6
12314,LINC02569-5
12315,SLC25A39P1
12316,KIR2DS2-11
12317,ENSG00000267312
12318,SLCO1B1
12319,ENSG00000288001
12320,ENSG00000260046
12321,RPH3AL-1
12322,AGAP11
12323,LINC01950
12324,MSANTD5
12325,ENSG00000225123
12326,ENSG00000285205
12327,ENSG00000288887
12328,ENSG00000253966
12329,ENSG00000282855
12330,GOLGA6L7
12331,ENSG00000277589
12332,ENSG00000282805
12333,ENSG00000277455
12334,NPM1P39
12335,RPS4XP14
12336,RPS4XP14-1
12337,GSTP1P1
12338,ENSG00000287020
12339,SIRPB3P
12340,ENSG00000253825
12341,CISD3-1
12342,LINC00305
12343,LINC00442
12344,FAM169B
12345,ENSG00000246331
12346,ENSG00000261227
12347,ARPP19P1
12348,KIZ-AS1
12349,ENSG00000250746
12350,ENSG00000272967
12351,GNL3LP1
12352,ENSG00000229821
12353,ENSG00000237311
12354,ENSG00000285159
12355,ENSG00000196893
12356,RN7SL308P
12357,FAM172BP
12358,OR6R2P
12359,HEATR9-1
12360,ENSG00000231794
12361,MZT1
12362,ENSG00000270712
12363,KRT18P3
12364,FAM230I-1
12365,FAM230I
12366,ENSG00000289594
12367,ENSG00000228408
12368,ENSG00000204584
12369,RN7SL351P
12370,RPL29P33
12371,MMP8
12372,OR14J1-1
12373,ENSG00000289958
12374,ENSG00000277617
12375,LINC01521
12376,OTOGL
12377,ENSG00000226535
12378,LGALS13
12379,H2BP6
12380,ACTBP7
12381,SEPHS1P6
12382,LUARIS
12383,TRBV12-4
12384,ENSG00000229178
12385,ENSG00000280748
12386,ENSG00000280631
12387,ENSG00000280629
12388,ENSG00000281094
12389,ENSG00000280482
12390,ENSG00000281654
12391,ENSG00000281564
12392,RGS8
12393,PSMD8P1
12394,ENSG00000287625
12395,ENSG00000285664
12396,ENSG00000285591
12397,LINC02293
12398,FABP5P11
12399,TOX
12400,DDX55P1
12401,ENSG00000282564
12402,TAS2R1
12403,ENSG00000234943
12404,ENSG00000287633
12405,H2AC20
12406,ENSG00000267748
12407,HIRAP1
12408,IAPP
12409,MTND1P27
12410,CCDC89
12411,ENSG00000259907
12412,HMGB3P32
12413,ENSG00000230147
12414,PDE2A-AS2
12415,ENSG00000249148
12416,BTBD16
12417,PSG3
12418,ENSG00000287052
12419,ENSG00000261610
12420,ENSG00000259771
12421,CCL3-AS1-1
12422,SPDYE14
12423,ENSG00000235351
12424,TMEM92
12425,ENSG00000257165
12426,ENSG00000269489
12427,ENSG00000272908
12428,ENSG00000282535
12429,ENSG00000262786
12430,ENSG00000286020
12431,GYPA
12432,ENSG00000289244
12433,RN7SL851P
12434,SPDYE17
12435,ENSG00000286590
12436,ENSG00000203411
12437,ENSG00000287913
12438,ENSG00000282463
12439,ENSG00000224415
12440,ENSG00000274591
12441,ENSG00000272298
12442,ENSG00000226872
12443,ENSG00000251408
12444,RN7SL577P
12445,SUCLA2P1-5
12446,ENSG00000233866
12447,ENSG00000269066
12448,PIWIL1
12449,SNORA53
12450,ENSG00000282418
12451,ENSG00000251076
12452,SRSF3P1
12453,RN7SL793P
12454,RPL7AP14
12455,ENSG00000258378
12456,ENSG00000278513
12457,ENSG00000237555
12458,ENSG00000277738
12459,ENSG00000260350
12460,ENSG00000221496
12461,CEP192-DT
12462,PPIC-AS1
12463,RPS12P20
12464,ENSG00000274008
12465,TMEM78
12466,RN7SKP97
12467,ENOX1-AS1
12468,ENSG00000275479
12469,PTPRN
12470,ENSG00000234182
12471,OSTN
12472,RN7SL813P
12473,CYP26A1
12474,LINC01857
12475,RSL24D1P6
12476,FAM78B-AS1
12477,TBC1D26
12478,YAP1P1
12479,RPL10P14
12480,OR5T2
12481,GRM5
12482,BICD1-AS1
12483,ENSG00000289568
12484,ENSG00000287704
12485,PRR23D2
12486,PRR23D1-2
12487,PRR23D1-1
12488,ENSG00000284800
12489,ENSG00000270513
12490,ENSG00000228826
12491,ENSG00000260545
12492,YWHAZP5
12493,TNRC18P1
12494,ENSG00000231519
12495,PGGT1BP1
12496,ENSG00000289878
12497,ARL4AP4
12498,ENSG00000285155
12499,HMGB1P23
12500,RN7SL267P
12501,LINC01979
12502,ENSG00000224886
12503,ENSG00000290043
12504,ENSG00000249916
12505,RPL5P6
12506,ENSG00000249772
12507,HAND1
12508,ATP5MC1P3
12509,PRAMEF1
12510,TRIM40
12511,TRIM40-4
12512,NOC2LP1
12513,CXXC5-AS1
12514,ENSG00000284711
12515,GEMIN8P2
12516,NCR3
12517,ENSG00000237343
12518,SPATA3-AS1
12519,ENSG00000273100
12520,HMGN2P3
12521,PLET1
12522,SPATA20P1
12523,ENSG00000271011
12524,LINC02464
12525,ENSG00000287665
12526,RPL21P127
12527,ENSG00000254900
12528,SLC35G6-1
12529,IFNWP19
12530,ENSG00000275765
12531,EEF1A1P18
12532,VPS26AP1
12533,ENSG00000279709
12534,ENSG00000251186
12535,CKAP2LP1
12536,ENSG00000226109
12537,ENSG00000228792
12538,C16orf82
12539,ENSG00000258308
12540,LINC02712
12541,ENSG00000273829
12542,ENSG00000287407
12543,PRSS2-1
12544,CYCSP35
12545,ENSG00000255555
12546,ENSG00000227304
12547,ENSG00000283078
12548,ENSG00000254141
12549,ENSG00000289417
12550,PRRT1B
12551,ENSG00000265008
12552,RPS20P1
12553,ENSG00000230245
12554,ENSG00000286655
12555,ENSG00000205018
12556,ENSG00000267396
12557,ENSG00000251411
12558,ENSG00000274051
12559,RPL23AP25
12560,OR2AT1P
12561,PGAM4
12562,ENSG00000254099
12563,TMEM212-AS1
12564,ENSG00000280593
12565,ENSG00000281849
12566,ENSG00000280484
12567,NME8
12568,HCRTR1
12569,SUCLA2P1
12570,SUCLA2P1-4
12571,SUCLA2P1-3
12572,SUCLA2P1-2
12573,SUCLA2P1-1
12574,ENSG00000249406
12575,LINC01102
12576,RPL7P61
12577,ENSG00000262039
12578,ENSG00000273305
12579,RN7SL123P
12580,LINC02436
12581,ENSG00000289253
12582,RN7SL50P
12583,ENSG00000288991
12584,RN7SL525P
12585,LINC02642
12586,HLA-DRB9-2
12587,HLA-DRB9-1
12588,HLA-DRB9-5
12589,HLA-DRB9-4
12590,HLA-DRB9-6
12591,ENSG00000234789
12592,BTNL3
12593,ENSG00000261523
12594,ENSG00000282427
12595,ENSG00000261695
12596,ENSG00000258773
12597,ASPA
12598,PHB1P15
12599,YTHDF3-DT
12600,LINC01307
12601,ENSG00000259278
12602,ENSG00000285794
12603,RPS2P15
12604,ENSG00000203635
12605,MTND4P24
12606,ENSG00000253496
12607,NMD3P1
12608,ENSG00000228540
12609,ENSG00000288054
12610,LINC01483
12611,GMPSP1
12612,KIR2DL4-2
12613,ATP6AP1-DT
12614,RPS6KA2-IT1
12615,LINC01502
12616,YBX1P4
12617,ENSG00000229075
12618,ENSG00000279168
12619,ELOCP21
12620,LAIR2-2
12621,ENSG00000277491
12622,RPS12P5
12623,ENSG00000254143
12624,ENSG00000278531
12625,ENSG00000282156
12626,PTX4
12627,ENSG00000260066
12628,TEX11
12629,ENSG00000257226
12630,CACNG1
12631,ENSG00000215403
12632,ENSG00000286319
12633,ENSG00000249021
12634,HMGA1P3
12635,SULT6B1
12636,ADNP-AS1
12637,ENSG00000237954
12638,ENSG00000287600
12639,ENSG00000287355
12640,ENSG00000261289
12641,ENSG00000257534
12642,ENSG00000285895
12643,ENSG00000287899
12644,ENSG00000230479
12645,ENSG00000258007
12646,LINC02919
12647,RGL4
12648,ENSG00000287215
12649,NARS1P2
12650,ZKSCAN7-AS1
12651,TLX3
12652,CYMP
12653,ENSG00000268790
12654,RPL21P71
12655,TTI2
12656,ENSG00000283663
12657,ENSG00000289050
12658,ENSG00000253456
12659,IL6-AS1
12660,ENSG00000257941
12661,UPP2
12662,EIPR1-IT1
12663,ENSG00000259999
12664,ENSG00000286661
12665,FAM86GP
12666,ENSG00000277103
12667,ENSG00000257120
12668,ENSG00000289324
12669,ENSG00000234428
12670,CYP51A1P2
12671,CBX1P1
12672,ENSG00000286848
12673,SKP1P1
12674,ENSG00000280660
12675,ACTG1P1
12676,ACTBP4
12677,ENSG00000248794
12678,ENSG00000262488
12679,MATN1
12680,RN7SL865P
12681,ENSG00000289497
12682,ENSG00000255084
12683,ENSG00000254775
12684,SNX18P9
12685,EDNRB-AS1
12686,ENSG00000251689
12687,DEFA1
12688,ENSG00000288791
12689,RPS15P9
12690,ENSG00000234134
12691,HNRNPA1P10
12692,ENSG00000230782
12693,ENSG00000271002
12694,RPL18P10
12695,ENSG00000237372
12696,ENSG00000269026
12697,ENSG00000287741
12698,ENSG00000253892
12699,LINC01121
12700,ENSG00000251517
12701,GALR3
12702,GABRA5
12703,LINC01638
12704,ENSG00000242545
12705,ENSG00000229855
12706,RN7SL733P
12707,RPL34P31
12708,ENSG00000266149
12709,ENSG00000273691
12710,HSP90AA5P
12711,TOMT
12712,RN7SL334P
12713,UNGP1
12714,SMIM33-1
12715,ENSG00000264116
12716,LINC01170
12717,SYT14P1
12718,ENSG00000253153
12719,ENSG00000254777
12720,GK-IT1
12721,HCG17
12722,SUMO2P17
12723,PTH2R
12724,KRT8P39
12725,LINC01823
12726,ENSG00000235881
12727,RGSL1
12728,AQP12B
12729,LGALS9DP
12730,ENSG00000260741
12731,ENSG00000233287
12732,ENSG00000288420
12733,ENSG00000254495
12734,ENSG00000270490
12735,ENSG00000287180
12736,ENSG00000257449
12737,EEF1A1P7
12738,ENSG00000233363
12739,TRAV40
12740,FMR1NB
12741,LINC02530
12742,ITFG2-AS1
12743,RAD23BP1
12744,CITED1
12745,ZBTB12-2
12746,ENSG00000287285
12747,ATP6V1E1P3
12748,ENSG00000271754
12749,PHKA1P1
12750,GOLGA6L6
12751,ASH2LP3
12752,HCRTR2
12753,MYH6
12754,ENSG00000287879
12755,TRAV9-2
12756,IGSF3P2
12757,ACTBP2
12758,RAD51AP2
12759,MAMDC2-AS1
12760,LINC02195
12761,ZNF660
12762,ZNF660-1
12763,ENSG00000216917
12764,PITX2
12765,LINC01159
12766,ENSG00000271452
12767,ENSG00000260505
12768,TRPM8
12769,ENSG00000220412
12770,ENSG00000286814
12771,ENSG00000286849
12772,ODCP
12773,ENSG00000233785
12774,SLIT2-IT1
12775,ENSG00000267808
12776,ENSG00000289974
12777,TRBV29OR9-2
12778,LINC00596
12779,LINC00596-1
12780,ZNF804A
12781,VDAC3P1
12782,ENSG00000230433
12783,ENSG00000286107
12784,ENSG00000259035
12785,OR7E108P
12786,ENSG00000253344
12787,ENSG00000288967
12788,ENSG00000250698
12789,ENSG00000198211
12790,ENSG00000180019
12791,ENSG00000254790
12792,NXF3
12793,ENSG00000285681
12794,TBC1D3P1-DHX40P1
12795,RN7SL615P
12796,OR7E111P
12797,LINC02435
12798,SNORA14B
12799,LINC02029
12800,ENSG00000277447
12801,ENSG00000276746
12802,ENSG00000258635
12803,RPL7P50
12804,ENSG00000217805
12805,ENSG00000254336
12806,ENSG00000272137
12807,KHDC3L
12808,ADAM21
12809,SUGT1P1
12810,DAP3P1
12811,UNC79-1
12812,UNC79
12813,ENSG00000286455
12814,KCTD9P1
12815,ENSG00000239465
12816,LINC01467
12817,OR7E36P
12818,MARK2P4
12819,LINC01683
12820,ENSG00000203395
12821,ENSG00000289518
12822,ENSG00000282943
12823,ENSG00000275772
12824,ENSG00000259591
12825,ENSG00000274893
12826,ENSG00000268392
12827,ZNF878
12828,IGLV8-61
12829,TUBAP14
12830,RPL26P36
12831,DNAH10
12832,ENSG00000288383
12833,ENSG00000256967
12834,ENSG00000228115
12835,LINC00616
12836,OR5AK4P
12837,ENSG00000265136
12838,ENSG00000289117
12839,MAGEA5P
12840,RPL7AP62
12841,DUSP9
12842,LGMNP1
12843,ENSG00000289963
12844,H3P43
12845,TNPO1P3
12846,ENSG00000261842
12847,FAM170B
12848,ENSG00000233514
12849,ENSG00000282484
12850,ENSG00000287926
12851,WHSC1L2P
12852,RXFP3-1
12853,ENSG00000232208
12854,ENSG00000259254
12855,FATE1
12856,SBK3
12857,ACTL6B
12858,LINC02538
12859,ENSG00000288583
12860,GPR20-1
12861,PRB1
12862,ENSG00000260103
12863,ENSG00000288227
12864,FAM27C
12865,MIPOL1
12866,ENSG00000230659
12867,BTBD6P1
12868,RN7SKP214
12869,PPP1R15B-AS1
12870,RN7SL698P
12871,ENSG00000253483
12872,NPM1P33
12873,ENSG00000255448
12874,ENSG00000226304
12875,ENSG00000234750
12876,ENSG00000280770
12877,PRR35
12878,ENSG00000223774
12879,IGBP1P2
12880,RPL31P44
12881,MAP1LC3C
12882,ENSG00000263508
12883,ENSG00000287743
12884,ENSG00000230569
12885,ENSG00000236468
12886,SULT6B2P
12887,ENSG00000275630
12888,OLA1P2
12889,ENSG00000196274
12890,ENSG00000289196
12891,TIGD3
12892,PIGHP1
12893,CHMP4BP1
12894,KRT89P
12895,ENSG00000230960
12896,CYP2D7-1
12897,ENSG00000287930
12898,ENSG00000288006
12899,IQCH
12900,ENSG00000229695
12901,LINC00355
12902,ENSG00000284151
12903,ENSG00000283989
12904,ENSG00000284230
12905,ENSG00000284287
12906,ENSG00000283963
12907,ENSG00000284036
12908,RBMXP5
12909,DNAAF1
12910,ENSG00000236989
12911,ENSG00000288277
12912,ENSG00000260395
12913,ENSG00000285374
12914,ENSG00000287767
12915,RPL12P18
12916,ENSG00000256209
12917,FTH1P4
12918,ENSG00000260975
12919,TM4SF4
12920,ENSG00000273267
12921,GRIN2B
12922,LINC02009
12923,ENSG00000257634
12924,ENSG00000257509
12925,OR2B11
12926,GLTPP1
12927,MTND4P14
12928,TRGV1
12929,ATP5MGP8
12930,PHKG1P2
12931,TGIF1P1
12932,ENSG00000289499
12933,OR7E106P
12934,RC3H1-IT1
12935,ENSG00000260171
12936,LINC02438
12937,ENSG00000236985
12938,CHRNA4
12939,ENSG00000270962
12940,ENSG00000287129
12941,ENSG00000232027
12942,ENSG00000286742
12943,LINC02786
12944,TACR3
12945,STK24P1
12946,ENSG00000287466
12947,ENSG00000283061
12948,PINX1-DT
12949,LINC01754
12950,ENSG00000253204
12951,ENSG00000277971
12952,ENSG00000289734
12953,MARK2P8
12954,ENSG00000287332
12955,ENSG00000290087
12956,ENSG00000234418
12957,IGLL1
12958,ENSG00000224280
12959,CELA2A
12960,ENSG00000285759
12961,ENSG00000166104
12962,ENSG00000286729
12963,AHSG
12964,ENSG00000275557
12965,RPSAP63
12966,MS4A3
12967,ENSG00000289868
12968,AVIL
12969,ENSG00000243389
12970,ENSG00000287699
12971,ALDOAP2
12972,RPSAP11
12973,ENSG00000212939
12974,ENSG00000267529
12975,ENSG00000289367
12976,PRSS42P
12977,RDM1
12978,PTPRC-1
12979,ENSG00000286865
12980,TPP2
12981,ENSG00000254758
12982,AFP
12983,PLEKHA3P1
12984,PLEKHA3P1-1
12985,RPL7AP36
12986,ENSG00000267388
12987,PPP1R2P6
12988,ITFG2-AS1-2
12989,ENSG00000250267
12990,ENSG00000273258
12991,ENSG00000258561
12992,ENSG00000240535
12993,ENSG00000266120
12994,FAM13B-AS1
12995,RDH8
12996,PTGES3P3
12997,ENSG00000279658
12998,LINC01781
12999,ENSG00000280418
13000,ENSG00000288774
13001,ENSG00000254332
13002,ENSG00000256789
13003,SLCO6A1
13004,PDLIM1P1
13005,ENSG00000273388
13006,ENSG00000278765
13007,ENSG00000259924
13008,ENSG00000218418
13009,CSDC2
13010,SFXN5
13011,TAGLN3
13012,ENSG00000260659
13013,ENSG00000285930
13014,PHKA1-AS1
13015,ENSG00000273786
13016,MORF4L1P5
13017,CYCSP34
13018,LINC02961
13019,ENSG00000235143
13020,RANP1-1
13021,RANP1-3
13022,RANP1-5
13023,RANP1-4
13024,RANP1-2
13025,OR52N2
13026,ENSG00000223492
13027,ENPP7P12
13028,ENSG00000228403
13029,RN7SL589P
13030,ENSG00000255530
13031,RPL7P10
13032,BUD13-DT
13033,TCF7L1-IT1
13034,MRPS9-AS2
13035,GAPDHP65
13036,ENSG00000285821
13037,ENSG00000249416
13038,ENSG00000288861
13039,GCSHP4
13040,PPIAP83
13041,ENSG00000256568
13042,SHANK2-AS3
13043,RPL6P13
13044,SLC25A6P5
13045,PTGER4P2
13046,RPS12P31
13047,TRBV6-2-1
13048,ENSG00000282353
13049,C11orf65
13050,SLC22A7
13051,ENSG00000235782
13052,ENSG00000248148
13053,KLF1
13054,MFAP1P1
13055,RPL10P1
13056,FLNB-AS1
13057,ENSG00000286518
13058,ENSG00000267672
13059,IGHV3-38
13060,MCF2
13061,ENSG00000234567
13062,PSMA2P3
13063,RN7SL845P
13064,ENSG00000286586
13065,LINC00415
13066,ENSG00000286236
13067,CLIC1P1
13068,REG1A
13069,LINC02130
13070,SLC38A2-AS1
13071,LINC00242
13072,ESM1
13073,LINC02186
13074,LINC01098
13075,DEUP1
13076,ENSG00000289227
13077,OOSP1-1
13078,OOSP1
13079,ZPLD2P
13080,RPL3P5
13081,ENSG00000240237
13082,RIMBP3C
13083,BLOC1S6P1
13084,RSL24D1P8
13085,CAMTA1-IT1
13086,ENSG00000249084
13087,ENSG00000253284
13088,ENSG00000239393
13089,ENSG00000260884
13090,ENSG00000287505
13091,ENSG00000219039
13092,ENSG00000286270
13093,ENSG00000287881
13094,ENSG00000253562
13095,ENSG00000282979
13096,ENSG00000232710
13097,ENSG00000280705
13098,ENSG00000262303
13099,ENSG00000283089
13100,ENSG00000287787
13101,TCEAL3-AS1
13102,LINC02499
13103,LINC01863
13104,SMARCE1P3
13105,TPT1P13
13106,AJUBA-DT
13107,ENSG00000254094
13108,ENSG00000254746
13109,SOCS6P1
13110,RPL12P30
13111,LINC02217
13112,ENSG00000237271
13113,ENSG00000276727
13114,ENSG00000274427
13115,ENSG00000234900
13116,ENSG00000230160
13117,ALG1L9P
13118,ENSG00000249779
13119,ENSG00000289238
13120,RFPL1
13121,ENSG00000228151
13122,ENSG00000289172
13123,ENSG00000284113
13124,ENSG00000288651
13125,RPL21P134
13126,ENSG00000262267
13127,ENSG00000249091
13128,ENSG00000217825
13129,ENSG00000224361
13130,ANK2-AS1
13131,ENSG00000253711
13132,ENSG00000286427
13133,RN7SL219P
13134,ENSG00000283258
13135,C21orf91-OT1
13136,LINC00606
13137,ENSG00000232897
13138,RPL7AP17
13139,LINC01262
13140,ENSG00000281195
13141,FDPSP3
13142,VN1R105P
13143,SERTM2
13144,LINC02624
13145,ENSG00000259039
13146,MTND2P29
13147,EIF2S2P2
13148,ENSG00000269927
13149,RPL15P14
13150,ENSG00000228302
13151,ENSG00000287691
13152,HOXA4
13153,RPSAP47
13154,ENSG00000260466
13155,ENSG00000281703
13156,RPS3AP30
13157,ENSG00000262226
13158,ENSG00000256948
13159,TUBAP6
13160,ENSG00000235817
13161,ENSG00000235293
13162,PRSS1-1
13163,ERC2
13164,RAP1AP
13165,GOSR2-DT
13166,LDHAL6B
13167,KIR2DL4-21
13168,GOLGA2P1
13169,OR9A4
13170,RN7SL236P
13171,ENSG00000235785
13172,GOLGA6B
13173,RPS3AP30-1
13174,ENSG00000237107
13175,ENSG00000270492
13176,ENSG00000228031
13177,CPN1
13178,RPS6P2
13179,USP21P1
13180,ENSG00000249807
13181,LINC02109-1
13182,ENSG00000253600
13183,RPL10P4
13184,LINC01936
13185,HMGB1P41
13186,MSLNL
13187,ENSG00000213669
13188,OR4Q3
13189,RPS23P8
13190,RN7SL262P
13191,ENSG00000261130
13192,ENSG00000282074
13193,ENSG00000289732
13194,CYP4F62P
13195,ENSG00000226647
13196,ENSG00000285191
13197,ENSG00000249171
13198,CTXND2
13199,HHIPL2
13200,GNG3
13201,SPINK6
13202,PDE4DIPP7
13203,ENSG00000261434
13204,ZNF736P1Y
13205,LINC01527
13206,OR2A5-1
13207,OR2A5
13208,ENSG00000287979
13209,ENSG00000286198
13210,LINC02321
13211,LINC02030
13212,ENSG00000270076
13213,ENSG00000284784
13214,RPL10P3
13215,NEPRO-AS1
13216,ENSG00000287623
13217,RN7SKP287
13218,ENSG00000267568
13219,TTC41P
13220,BNIP3P10
13221,PRELID1P3
13222,RPL7AP41
13223,ENSG00000233517
13224,FAR1-IT1
13225,ENSG00000286445
13226,ENSG00000258698
13227,LINC01842
13228,CYP21A2-5
13229,ENSG00000225000
13230,PPIAL4A
13231,ENSG00000248599
13232,ENSG00000267587
13233,GOLGA8G
13234,ZNF484
13235,TFAMP1
13236,LINC03022
13237,KIR2DS3-4
13238,KIR2DS3-1
13239,ENSG00000230471
13240,CDC42EP3P1
13241,ENSG00000226012
13242,ENSG00000287672
13243,ENSG00000274654
13244,ZNF839P1
13245,ENSG00000277794
13246,SYP-AS1
13247,RPLP0P1
13248,IGKV1OR10-1
13249,IGKV1OR10-1-1
13250,ENSG00000283360
13251,CDX1
13252,ENSG00000275963
13253,HK2P1
13254,ENSG00000285981
13255,RPS4XP5
13256,ENSG00000260771
13257,PTCHD3-1
13258,ENSG00000256596
13259,RPL17P19
13260,PGK1P1
13261,FAM66A
13262,ENSG00000229990
13263,ENSG00000272243
13264,CASKIN1
13265,ENSG00000287728
13266,LMCD1-AS1
13267,ENSG00000236846
13268,C1orf210
13269,ENSG00000260626
13270,LINC02261
13271,MORF4L1P4
13272,ENSG00000272797
13273,NPVF
13274,ENSG00000277836
13275,PA2G4P2
13276,ENSG00000282503
13277,ENSG00000259690
13278,CHRM3-AS1
13279,ENSG00000287468
13280,SPATA31A6
13281,ENSG00000283536
13282,ENSG00000286877
13283,ENSG00000272085
13284,C19orf81
13285,ENSG00000289188
13286,LINC01258
13287,ENSG00000248659
13288,OPRL1-1
13289,LINC00452
13290,ENSG00000250173
13291,OR9M1P
13292,ENSG00000270035
13293,RN7SL19P
13294,MTND5P15
13295,STAG1-DT
13296,SETP14
13297,RPS18P13
13298,RPL31P45
13299,IRAIN
13300,ENSG00000269053
13301,DNAJB6P3
13302,ANKRD13C
13303,ENSG00000273153
13304,ENSG00000223503
13305,ENSG00000269887
13306,ENSG00000229399
13307,ENSG00000285631
13308,LINC02146
13309,ENSG00000248795
13310,ENSG00000289276
13311,ENSG00000236966
13312,TMEM51-AS2
13313,EEF1A1P15
13314,ENSG00000274560
13315,ENSG00000253331
13316,NKX2-8
13317,GPR42
13318,H3C9P
13319,ENSG00000235605
13320,TAS2R31-2
13321,CNOT7P2
13322,ENSG00000268375
13323,ENSG00000260541
13324,SRSF9P1
13325,ENSG00000220600
13326,ENSG00000268133
13327,ENSG00000253859
13328,CHORDC1P1
13329,ENSG00000285556
13330,ENSG00000286488
13331,IGFBP1
13332,DLGAP2
13333,ENSG00000261727
13334,ENSG00000287429
13335,TRBV5-5-1
13336,TRBV5-5
13337,LINC02489
13338,DUX4L28
13339,OXR1-AS1
13340,SPANXN5
13341,NPM1P3
13342,ENSG00000236045
13343,ENSG00000285545
13344,FRGCA
13345,ENSG00000289245
13346,ENSG00000225407
13347,H2AC21
13348,SUMO1P3
13349,KRT8P5
13350,TEX53
13351,NUS1P4
13352,SHANK2-AS2
13353,RNU1-124P
13354,MMD2
13355,ENSG00000262539
13356,ENSG00000235586
13357,OR5K2
13358,HNRNPCP2
13359,ENSG00000278346
13360,ENSG00000269161
13361,ENSG00000251127
13362,ENSG00000254989
13363,OR13I1P
13364,TPD52L3
13365,SELENOKP3
13366,EIF4A2P2
13367,ENSG00000233178
13368,CCNJP2
13369,ENSG00000282012
13370,ENSG00000285978
13371,ENSG00000261448
13372,ENSG00000284910
13373,ENSG00000237400
13374,ATP11B-DT
13375,BZW1-AS1
13376,ENSG00000289432
13377,ENSG00000268592
13378,MT1F
13379,ENSG00000227687
13380,ENSG00000278060
13381,TMEM14EP
13382,ENSG00000258831
13383,LINC02648
13384,NR2E3
13385,ENSG00000256706
13386,MTHFS
13387,ENSG00000288773
13388,ACTG1P23
13389,CD200R1L-AS1
13390,ENSG00000287061
13391,ENSG00000225522
13392,ENSG00000240311
